Course_Name,Course_ID,CU_Pk1,Item_Position,Gradebook_Item,Gradebook_Type,Gradebook_Date,Grade_Catagory,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,12,1-2.1: Explore a Career Assignment,N,24:14.0,Hw,,12,0,12,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,13,1-2.2: Explore a Career DB #2,N,26:13.6,Hw,,5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,14,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,36.63,37,37,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,15,1-2.3: Lesson 1-2 Graphic Organizer,N,42:21.9,Hw,,5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,16,Unit 1 Assessment,N,37:08.1,Qz,,18,0,20,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,17,2-1.1: Crime Scene DB #3,N,01:20.1,Hw,,3,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,18,2-2.1: Evidence Collection DB #4,N,10:16.1,Hw,,3,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,19,2-3.1: Hair Analysis Lab,N,22:38.5,Hw,,8.75,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,20,Unit 2 Assessment,N,27:47.1,Qz,,22,0,28,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,21,3-1.1: BrainPop Periodic Table of the Elements,N,10:34.1,,,5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,22,3-1.2: Periodic Table of the Elements Lab,N,58:03.4,Hw,,10,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,23,3-2.1: pH Analysis Lab,N,34:22.8,Hw,,8,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,24,3-3.1: Drug Analysis and Toxicology DB #5,N,19:52.4,Hw,,3,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,25,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,122.38,140,140,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,26,3-4.1: A Very Cold Case DB #6,N,19:08.9,Hw,,5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,27,3-4.2: Mystery Powder Lab,N,05:32.9,Hw,,7,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,28,Unit 3 Assessment,N,20:49.6,Qz,,20,0,30,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,29,4-1.1: Compare/Contrast Microscopes Assignment,N,18:42.0,Hw,,15,0,15,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,30,4-2.1: Summary of the Case of Karyn Slover Assignment,N,51:10.9,Hw,,9.25,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,31,Unit 4 Assessment,N,55:44.5,Qz,,14,0,24,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,32,5-1.1: BrainPop Video on DNA,N,21:49.4,,,5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,33,5-1.2: DNA DB #7,N,18:08.4,Hw,,4,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,34,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,201.63,244,244,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,35,5-2.1: DNA Lab,N,33:30.7,Hw,,5,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,36,Unit 5 Assessment,N,39:23.0,Qz,,12,0,24,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,37,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,03:04.6,Hw,,10,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,38,6-2.1: Fingerprint Analysis Assignment,N,45:18.6,Hw,,10,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,39,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,51:33.2,Hw,,4.5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,40,Unit 6 Assessment,N,59:12.5,Qz,,26,0,30,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,41,7-1.1: Can You Identify a Forgery? Assignment,N,12:05.1,Hw,,10,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,42,7-2.1: Questioned Documents Case Studies DB #9,N,40:19.8,Hw,,4.5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,43,7-2.2: Handwriting Analysis,N,14:00.5,Hw,,5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,44,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,288.63,353,353,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,45,7-3.1: TWEAS Case DB #10,N,50:19.5,Hw,,4,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,46,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,53:29.4,Hw,,10,0,10,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,47,Unit 7 Assessment,N,44:57.3,Qz,,16,0,20,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,48,8-1.1: The Final Case Ð Solve the Crime Assignment,N,07:35.7,Hw,,40,0,50,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,50,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,363.63,0,443,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256688,51,Course Expectations,N,51:59.1,Hw,,5,0,5,29:36.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,6,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,330.78,0,443,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,7,WORK ATTEMPTED,T,NULL,,,330.78,416,416,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,8,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,50:43.1,Hw,,5,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,9,0-1.2: Intro Assignment - DB #1,N,36:06.6,Hw,,4,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,10,0-1.3: Intro Assignment - Submitting Files,N,35:30.6,Hw,,5,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,11,1-1.1: Lesson 1-1 Graphic Organizer,N,33:48.9,Hw,,4.25,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,12,1-2.1: Explore a Career Assignment,N,NULL,Hw,,NULL,0,12,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,13,1-2.2: Explore a Career DB #2,N,16:46.8,Hw,,4.5,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,14,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,22.75,37,37,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,15,1-2.3: Lesson 1-2 Graphic Organizer,N,NULL,Hw,,NULL,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,16,Unit 1 Assessment,N,42:05.1,Qz,,18,0,20,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,17,2-1.1: Crime Scene DB #3,N,09:55.2,Hw,,3,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,18,2-2.1: Evidence Collection DB #4,N,31:55.4,Hw,,3,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,19,2-3.1: Hair Analysis Lab,N,37:12.0,Hw,,8.25,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,20,Unit 2 Assessment,N,08:34.0,Qz,,18,0,28,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,21,3-1.1: BrainPop Periodic Table of the Elements,N,02:46.7,,,5,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,22,3-1.2: Periodic Table of the Elements Lab,N,54:22.5,Hw,,10,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,23,3-2.1: pH Analysis Lab,N,44:37.6,Hw,,9.5,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,24,3-3.1: Drug Analysis and Toxicology DB #5,N,02:41.8,Hw,,3,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,25,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,100.5,140,140,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,26,3-4.1: A Very Cold Case DB #6,N,17:53.7,Hw,,3.75,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,27,3-4.2: Mystery Powder Lab,N,57:27.4,Hw,,10,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,28,Unit 3 Assessment,N,13:01.5,Qz,,28,0,30,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,29,4-1.1: Compare/Contrast Microscopes Assignment,N,32:46.0,Hw,,12,0,15,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,30,4-2.1: Summary of the Case of Karyn Slover Assignment,N,27:22.4,Hw,,10,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,31,Unit 4 Assessment,N,13:38.2,Qz,,20,0,24,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,32,5-1.1: BrainPop Video on DNA,N,NULL,,,NULL,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,33,5-1.2: DNA DB #7,N,32:20.4,Hw,,3.55,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,34,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,187.8,244,244,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,35,5-2.1: DNA Lab,N,45:30.5,Hw,,7,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,36,Unit 5 Assessment,N,17:41.1,Qz,,10,0,24,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,37,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,20:29.8,Hw,,10,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,38,6-2.1: Fingerprint Analysis Assignment,N,34:14.6,Hw,,10,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,39,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,37:31.5,Hw,,3,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,40,Unit 6 Assessment,N,27:26.4,Qz,,18,0,30,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,41,7-1.1: Can You Identify a Forgery? Assignment,N,40:49.6,Hw,,8.65,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,42,7-2.1: Questioned Documents Case Studies DB #9,N,NULL,Hw,,NULL,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,43,7-2.2: Handwriting Analysis,N,17:11.7,Hw,,5,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,44,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,259.45,353,353,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,45,7-3.1: TWEAS Case DB #10,N,12:53.0,Hw,,3.25,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,46,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,26:09.7,Hw,,5.2,0,10,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,47,Unit 7 Assessment,N,10:13.0,Qz,,16,0,20,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,48,8-1.1: The Final Case Ð Solve the Crime Assignment,N,23:03.4,Hw,,41.88,0,50,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,50,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,330.78,0,443,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,255541,51,Course Expectations,N,10:10.4,Hw,,5,0,5,59:14.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,6,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,355.61,0,443,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,7,WORK ATTEMPTED,T,NULL,,,355.61,413,413,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,8,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,31:44.0,Hw,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,9,0-1.2: Intro Assignment - DB #1,N,09:40.0,Hw,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,10,0-1.3: Intro Assignment - Submitting Files,N,39:05.9,Hw,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,11,1-1.1: Lesson 1-1 Graphic Organizer,N,44:49.0,Hw,,3.81,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,12,1-2.1: Explore a Career Assignment,N,45:57.3,Hw,,12,0,12,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,13,1-2.2: Explore a Career DB #2,N,46:56.0,Hw,,4.5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,14,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,35.31,37,37,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,15,1-2.3: Lesson 1-2 Graphic Organizer,N,46:55.4,Hw,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,16,Unit 1 Assessment,N,42:30.0,Qz,,16,0,20,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,17,2-1.1: Crime Scene DB #3,N,07:10.3,Hw,,4.5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,18,2-2.1: Evidence Collection DB #4,N,55:24.0,Hw,,3,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,19,2-3.1: Hair Analysis Lab,N,NULL,Hw,,NULL,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,20,Unit 2 Assessment,N,30:50.9,Qz,,20,0,28,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,21,3-1.1: BrainPop Periodic Table of the Elements,N,16:10.5,,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,22,3-1.2: Periodic Table of the Elements Lab,N,25:40.6,Hw,,9,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,23,3-2.1: pH Analysis Lab,N,25:39.7,Hw,,9.5,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,24,3-3.1: Drug Analysis and Toxicology DB #5,N,44:43.4,Hw,,4,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,25,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,111.31,140,140,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,26,3-4.1: A Very Cold Case DB #6,N,13:46.5,Hw,,3,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,27,3-4.2: Mystery Powder Lab,N,26:03.4,Hw,,6,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,28,Unit 3 Assessment,N,45:48.4,Qz,,28,0,30,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,29,4-1.1: Compare/Contrast Microscopes Assignment,N,21:12.0,Hw,,15,0,15,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,30,4-2.1: Summary of the Case of Karyn Slover Assignment,N,NULL,Hw,,NULL,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,31,Unit 4 Assessment,N,51:27.5,Qz,,18,0,24,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,32,5-1.1: BrainPop Video on DNA,N,36:59.2,,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,33,5-1.2: DNA DB #7,N,25:10.5,Hw,,4.5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,34,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,190.81,244,244,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,35,5-2.1: DNA Lab,N,29:25.6,Hw,,3,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,36,Unit 5 Assessment,N,00:27.8,Qz,,16,0,24,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,37,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,34:26.2,Hw,,10,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,38,6-2.1: Fingerprint Analysis Assignment,N,NULL,Hw,,NULL,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,39,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,56:57.5,Hw,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,40,Unit 6 Assessment,N,47:52.8,Qz,,30,0,30,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,41,7-1.1: Can You Identify a Forgery? Assignment,N,50:43.2,Hw,,8.65,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,42,7-2.1: Questioned Documents Case Studies DB #9,N,29:30.7,Hw,,3,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,43,7-2.2: Handwriting Analysis,N,37:29.8,Hw,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,44,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,271.46,353,353,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,45,7-3.1: TWEAS Case DB #10,N,03:29.3,Hw,,4.75,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,46,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,50:43.2,Hw,,8.4,0,10,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,47,Unit 7 Assessment,N,57:34.8,Qz,,16,0,20,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,48,8-1.1: The Final Case Ð Solve the Crime Assignment,N,53:44.5,Hw,,50,0,50,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,50,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,355.61,0,443,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,257523,51,Course Expectations,N,56:32.6,Hw,,5,0,5,47:57.7
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,6,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,38,0,443,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,7,WORK ATTEMPTED,T,NULL,,,38,40,40,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,8,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,07:57.5,Hw,,5,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,9,0-1.2: Intro Assignment - DB #1,N,41:47.2,Hw,,5,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,10,0-1.3: Intro Assignment - Submitting Files,N,15:35.1,Hw,,5,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,11,1-1.1: Lesson 1-1 Graphic Organizer,N,08:16.8,Hw,,5,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,12,1-2.1: Explore a Career Assignment,N,NULL,Hw,,NULL,0,12,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,13,1-2.2: Explore a Career DB #2,N,NULL,Hw,,NULL,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,14,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,20,37,37,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,15,1-2.3: Lesson 1-2 Graphic Organizer,N,59:43.2,Hw,,5,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,16,Unit 1 Assessment,N,NULL,Qz,,NULL,0,20,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,17,2-1.1: Crime Scene DB #3,N,09:17.2,Hw,,3,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,18,2-2.1: Evidence Collection DB #4,N,NULL,Hw,,NULL,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,19,2-3.1: Hair Analysis Lab,N,NULL,Hw,,NULL,0,10,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,20,Unit 2 Assessment,N,NULL,Qz,,NULL,0,28,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,21,3-1.1: BrainPop Periodic Table of the Elements,N,42:40.5,,,5,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,22,3-1.2: Periodic Table of the Elements Lab,N,NULL,Hw,,NULL,0,10,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,23,3-2.1: pH Analysis Lab,N,NULL,Hw,,NULL,0,10,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,24,3-3.1: Drug Analysis and Toxicology DB #5,N,NULL,Hw,,NULL,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,25,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,33,140,140,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,26,3-4.1: A Very Cold Case DB #6,N,NULL,Hw,,NULL,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,27,3-4.2: Mystery Powder Lab,N,NULL,Hw,,NULL,0,10,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,28,Unit 3 Assessment,N,NULL,Qz,,NULL,0,30,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,29,4-1.1: Compare/Contrast Microscopes Assignment,N,NULL,Hw,,NULL,0,15,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,30,4-2.1: Summary of the Case of Karyn Slover Assignment,N,NULL,Hw,,NULL,0,10,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,31,Unit 4 Assessment,N,NULL,Qz,,NULL,0,24,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,32,5-1.1: BrainPop Video on DNA,N,NULL,,,NULL,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,33,5-1.2: DNA DB #7,N,NULL,Hw,,NULL,0,5,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,34,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,33,244,244,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,35,5-2.1: DNA Lab,N,NULL,Hw,,NULL,0,10,52:27.1
Forensic Science (Introduction) (Sem2 16-17 Sec 01),FrScA-S217-01,256076,36,Unit 5 Assessment,N,NULL,Qz,,NULL,0,24,52:27.1
