Extraction Date:,6/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,2/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State Name,SEA Education Environment,SEA Disability Category,American Indian or Alaska Native Age 3 to 5 ,Asian Age 3-5 ,Black or African American Age 3-5 ,Hispanic/Latino Age 3-5 ,Native Hawaiian or Other Pacific Islander Age 3-5 ,Two or More Races Age 3-5 ,White Age 3-5 ,Female Age 3 to 5,Male Age 3 to 5,LEP Yes Age 3 to 5,LEP No Age 3 to 5,Age 3 to 5,Age 6-11,Age 12-17,Age 18-21,Ages 6-21,LEP Yes Age 6 to 21,LEP No Age 6 to 21,Female Age 6 to 21,Male Age 6 to 21,American Indian or Alaska Native Age 6 to21,Asian Age 6 to21,Black or African American Age 6 to21,Hispanic/Latino Age 6 to21,Native Hawaiian or Other Pacific Islander Age 6 to21,Two or more races Age 6 to21,White Age 6 to21
2012,CONNECTICUT,Inside regular class 40% through 79% of day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,5,11,1,17,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 80% or more of the day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,20,26,0,46,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class less than 40% of day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (at least 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (less than 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Parentally Placed in Private Schools,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 3-5",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Separate Class,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 3-5",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Service Provider Location,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (at least 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (less than 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 3-5",Orthopedic impairment,0,1,0,3,0,0,5,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,26,39,4,69,-,-,-,-,0,2,7,13,0,1,46
2012,CONNECTICUT,Correctional Facilities,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,13,31,44,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Home,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Homebound/Hospital,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,13,40,8,61,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 40% through 79% of day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,594,1035,101,1730,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 80% or more of the day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,4036,5175,314,9525,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class less than 40% of day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,244,376,50,670,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (at least 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (less than 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Parentally Placed in Private Schools,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,41,70,4,115,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 3-5",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,4,79,9,92,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Separate Class,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 3-5",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,176,312,58,546,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Service Provider Location,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (at least 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (less than 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 3-5",Other health impairment,0,3,24,42,0,6,123,-,-,-,-,198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,5108,7100,575,12783,-,-,-,-,58,174,1863,2801,7,280,7600
2012,CONNECTICUT,Correctional Facilities,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,0,13,67,80,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Home,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Homebound/Hospital,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,3,20,7,30,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 40% through 79% of day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,1025,2127,155,3307,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 80% or more of the day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,6772,10036,681,17489,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class less than 40% of day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,62,204,32,298,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (at least 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (less than 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Parentally Placed in Private Schools,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,83,133,8,224,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 3-5",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,1,21,4,26,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Separate Class,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 3-5",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,25,138,27,190,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Service Provider Location,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (at least 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (less than 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 3-5",Specific learning disability,0,1,5,10,0,2,20,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,7971,12692,981,21644,-,-,-,-,87,240,3683,5679,19,393,11543
2012,CONNECTICUT,Correctional Facilities,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,5,5,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Home,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Homebound/Hospital,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,3,5,1,9,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 40% through 79% of day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,622,525,33,1180,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 80% or more of the day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,5991,1946,99,8036,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class less than 40% of day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,95,27,10,132,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (at least 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (less than 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Parentally Placed in Private Schools,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,121,23,0,144,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 3-5",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Separate Class,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 3-5",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,19,12,0,31,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Service Provider Location,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (at least 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,1647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (less than 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 3-5",Speech or language impairment,7,57,218,523,2,83,1428,-,-,-,-,2318,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,6851,2539,149,9539,-,-,-,-,22,306,1501,2516,8,192,4994
2012,CONNECTICUT,Correctional Facilities,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Home,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Homebound/Hospital,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 40% through 79% of day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,7,22,4,33,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 80% or more of the day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,17,35,4,56,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class less than 40% of day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,4,2,5,11,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (at least 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (less than 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Parentally Placed in Private Schools,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 3-5",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,4,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Separate Class,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 3-5",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,5,2,7,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Service Provider Location,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (at least 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (less than 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 3-5",Traumatic brain injury,0,0,1,0,0,0,2,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,29,68,17,114,-,-,-,-,0,4,22,21,0,0,67
2012,CONNECTICUT,Correctional Facilities,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Home,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Homebound/Hospital,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 40% through 79% of day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,10,15,2,27,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class 80% or more of the day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,67,56,3,126,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Inside regular class less than 40% of day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,6,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (at least 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Other Location Regular Early Childhood Program (less than 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Parentally Placed in Private Schools,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 3-5",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Residential Facility, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Separate Class,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 3-5",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Separate School, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Service Provider Location,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (at least 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,Services Regular Early Childhood Program (less than 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 3-5",Visual impairment,0,3,1,4,0,0,13,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,CONNECTICUT,"Total, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,81,76,7,164,-,-,-,-,2,3,28,38,0,3,90
2012,DELAWARE,Correctional Facilities,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
2012,DELAWARE,Home,All Disabilities,0,1,2,1,0,0,12,6,10,0,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Homebound/Hospital,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,17,54,17,88,0,88,33,55,3,2,39,5,0,0,39
2012,DELAWARE,Inside regular class 40% through 79% of day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,889,1188,206,2283,190,2093,753,1530,11,26,1012,339,0,42,853
2012,DELAWARE,Inside regular class 80% or more of the day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,5552,4893,517,10962,611,10351,4001,6961,52,142,4117,1340,3,181,5127
2012,DELAWARE,Inside regular class less than 40% of day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,1098,1214,273,2585,143,2442,817,1768,13,54,1110,309,2,30,1067
2012,DELAWARE,Other Location Regular Early Childhood Program (at least 10 Hours),All Disabilities,14,4,65,17,0,6,157,68,195,1,262,263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Other Location Regular Early Childhood Program (less than 10 Hours),All Disabilities,1,2,19,6,0,2,37,15,52,0,67,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Parentally Placed in Private Schools,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,25,3,1,29,0,29,12,17,0,1,2,0,0,0,26
2012,DELAWARE,"Residential Facility, Age 3-5",All Disabilities,0,0,3,1,0,0,1,2,3,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Residential Facility, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,5,21,5,31,0,31,10,21,0,0,12,2,0,0,17
2012,DELAWARE,Separate Class,All Disabilities,2,17,141,138,0,14,308,190,430,14,606,620,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Separate School, Age 3-5",All Disabilities,23,10,67,21,0,7,105,76,157,0,233,233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Separate School, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,291,524,126,941,29,912,240,701,3,17,400,136,0,14,371
2012,DELAWARE,Service Provider Location,All Disabilities,0,2,18,5,0,0,66,32,59,0,91,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Services Regular Early Childhood Program (at least 10 Hours),All Disabilities,6,17,292,162,5,14,459,318,637,50,905,955,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Services Regular Early Childhood Program (less than 10 Hours),All Disabilities,2,0,10,3,1,1,37,17,37,1,53,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Total, Age 3-5",All Disabilities,48,53,617,354,6,44,1182,724,1580,66,2238,2304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Total, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,7877,7898,1145,16920,973,15947,5866,11054,82,242,6693,2131,5,267,7500
2012,DELAWARE,Correctional Facilities,Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Home,Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Homebound/Hospital,Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,4,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Inside regular class 40% through 79% of day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,73,44,21,138,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Inside regular class 80% or more of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,151,117,17,285,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Inside regular class less than 40% of day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,210,146,45,401,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Other Location Regular Early Childhood Program (at least 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Other Location Regular Early Childhood Program (less than 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Parentally Placed in Private Schools,Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Residential Facility, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Residential Facility, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,6,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Separate Class,Autism,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Separate School, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Separate School, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,97,65,23,185,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Service Provider Location,Autism,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Services Regular Early Childhood Program (at least 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Services Regular Early Childhood Program (less than 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Total, Age 3-5",Autism,5,9,60,15,0,6,103,-,-,-,-,198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,"Total, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,532,377,110,1019,-,-,-,-,6,50,242,80,0,16,625
2012,DELAWARE,Correctional Facilities,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Home,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Homebound/Hospital,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,4,3,0,7,-,-,-,-,-,-,-,-,-,-,-
2012,DELAWARE,Inside regular class 40% through 79% of day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,-,-,-,-,-,-,-,-,-,-,-
